epoch,accuracy,binary_io_u,dice_coefficient,learning_rate,loss,val_accuracy,val_binary_io_u,val_dice_coefficient,val_loss
0,0.9163826704025269,0.791107177734375,0.7320131659507751,0.0010000000474974513,0.2685951888561249,0.33476880192756653,0.19818928837776184,0.3928454518318176,4.711031913757324
1,0.968506932258606,0.9105734825134277,0.8917873501777649,0.0010000000474974513,0.10421448945999146,0.782906174659729,0.3914688527584076,0.02354094758629799,0.982353687286377
2,0.9767858982086182,0.9330379962921143,0.9268403053283691,0.0010000000474974513,0.0718630850315094,0.7952482104301453,0.4249592125415802,0.10924659669399261,1.137937068939209
3,0.9805930852890015,0.943681001663208,0.9404873847961426,0.0010000000474974513,0.0593552365899086,0.8535729646682739,0.5843139290809631,0.46981826424598694,0.6057487726211548
4,0.9831210970878601,0.9510318040847778,0.949760913848877,0.0010000000474974513,0.05047617107629776,0.9530165791511536,0.8679257035255432,0.8765896558761597,0.15771865844726562
5,0.9854639172554016,0.9580148458480835,0.9563610553741455,0.0010000000474974513,0.043857187032699585,0.960030734539032,0.8841197490692139,0.8943235278129578,0.12928222119808197
6,0.9858202338218689,0.9588091373443604,0.9580996632575989,0.0010000000474974513,0.042628537863492966,0.9626854062080383,0.8928879499435425,0.894424319267273,0.11223803460597992
7,0.9847924709320068,0.9558119773864746,0.9555931687355042,0.0010000000474974513,0.04527522251009941,0.8409519195556641,0.6825476288795471,0.717330813407898,1.2834627628326416
8,0.9875136613845825,0.9631068706512451,0.9628326296806335,0.0010000000474974513,0.037762317806482315,0.990043044090271,0.9713923931121826,0.9741543531417847,0.029780734330415726
9,0.9891510009765625,0.9680824279785156,0.9681472182273865,0.0010000000474974513,0.03241262212395668,0.9914740324020386,0.9754528403282166,0.9769382476806641,0.02536117471754551
10,0.9898309111595154,0.9698616862297058,0.9700606465339661,0.0010000000474974513,0.030639756470918655,0.9912135004997253,0.9744532108306885,0.9778656959533691,0.02481231465935707
11,0.9914321899414062,0.9741396903991699,0.973667562007904,0.0010000000474974513,0.02618521638214588,0.9899663925170898,0.9710714817047119,0.9744524955749512,0.029839862138032913
12,0.9912241101264954,0.974128007888794,0.9745215773582458,0.0010000000474974513,0.02615046314895153,0.9699269533157349,0.912470817565918,0.9241037368774414,0.09254564344882965
13,0.9910889267921448,0.9734359383583069,0.9735922813415527,0.0010000000474974513,0.02668658271431923,0.9910086393356323,0.9738194942474365,0.9760978817939758,0.025510678067803383
14,0.9901710748672485,0.97093665599823,0.9714475274085999,0.0010000000474974513,0.02927706204354763,0.9027835130691528,0.7812215089797974,0.804668128490448,0.23977872729301453
15,0.9917330741882324,0.9753090143203735,0.9755728244781494,0.0010000000474974513,0.02472042292356491,0.9292906522750854,0.8301742672920227,0.8478714227676392,0.17810331284999847
16,0.9930352568626404,0.9792075157165527,0.9796066880226135,0.0005000000237487257,0.020571157336235046,0.9936881065368652,0.9816135168075562,0.9821686744689941,0.017842255532741547
17,0.9932029247283936,0.9803465008735657,0.9812271595001221,0.0005000000237487257,0.019773704931139946,0.9945683479309082,0.9841448068618774,0.9843803644180298,0.015314045362174511
18,0.9935224056243896,0.9807979464530945,0.9811552166938782,0.0005000000237487257,0.019135886803269386,0.9939662218093872,0.9824361205101013,0.9835014343261719,0.016842877492308617
19,0.9940183162689209,0.9820917844772339,0.9824535846710205,0.0005000000237487257,0.017702989280223846,0.9932069778442383,0.980181097984314,0.9816915392875671,0.019406381994485855
20,0.9938306212425232,0.981635332107544,0.9820420742034912,0.0005000000237487257,0.018221912905573845,0.9948174357414246,0.9848800897598267,0.9853760004043579,0.014469929039478302
21,0.9941309094429016,0.9826167225837708,0.9830106496810913,0.0005000000237487257,0.017259513959288597,0.9945772290229797,0.9841769933700562,0.9856889843940735,0.015146094374358654
22,0.9939782619476318,0.9821110367774963,0.9826758503913879,0.0005000000237487257,0.017830079421401024,0.9948848485946655,0.9850795269012451,0.9863471984863281,0.014232593588531017
23,0.9931747913360596,0.9796379804611206,0.9802513718605042,0.0005000000237487257,0.019604265689849854,0.9942767024040222,0.9833207130432129,0.9845491647720337,0.016130750998854637
24,0.9936131238937378,0.981094241142273,0.9816541075706482,0.0005000000237487257,0.018800389021635056,0.9951659440994263,0.9859027862548828,0.9870733022689819,0.013518238440155983
25,0.9941174387931824,0.9825392961502075,0.9830405712127686,0.0005000000237487257,0.017288342118263245,0.9944551587104797,0.9838426113128662,0.9853761792182922,0.01582132838666439
26,0.9942286610603333,0.9826904535293579,0.9831424951553345,0.0005000000237487257,0.0170328076928854,0.9956510663032532,0.9872968196868896,0.9880220293998718,0.012241224758327007
27,0.9943293929100037,0.9830816984176636,0.9836390614509583,0.0005000000237487257,0.016674745827913284,0.9932443499565125,0.9804778099060059,0.9800858497619629,0.019146909937262535
28,0.9943555593490601,0.9831653833389282,0.9835625290870667,0.0005000000237487257,0.016624419018626213,0.7950728535652161,0.6261852979660034,0.6857576370239258,0.6745540499687195
29,0.9948031306266785,0.9838151335716248,0.983797550201416,0.0005000000237487257,0.01565535180270672,0.9556999206542969,0.886754035949707,0.9094807505607605,0.15217480063438416
30,0.9941291213035583,0.9824686050415039,0.9829970002174377,0.0005000000237487257,0.017328448593616486,0.9927908182144165,0.9790503978729248,0.9813231229782104,0.02088729664683342
31,0.9942889213562012,0.9830055236816406,0.9836332201957703,0.0005000000237487257,0.016729623079299927,0.9947925806045532,0.984866738319397,0.9860695600509644,0.014440138824284077
32,0.9946370720863342,0.984061598777771,0.9845219254493713,0.0002500000118743628,0.015603273175656796,0.9953078031539917,0.9863070249557495,0.9877239465713501,0.012913651764392853
33,0.9948917627334595,0.9846668243408203,0.9851091504096985,0.0002500000118743628,0.014961417764425278,0.995130181312561,0.9857993125915527,0.9873687028884888,0.013339163735508919
34,0.9950805902481079,0.9853251576423645,0.985798716545105,0.0002500000118743628,0.014267384074628353,0.9958121180534363,0.9877623319625854,0.9886841773986816,0.011549116112291813
35,0.9955375790596008,0.9865528345108032,0.986560046672821,0.0002500000118743628,0.012954259291291237,0.9957422018051147,0.9875544309616089,0.9883772134780884,0.011875367723405361
36,0.9950910210609436,0.9855290651321411,0.9860224723815918,0.0002500000118743628,0.014214128255844116,0.9953907132148743,0.9865444898605347,0.9875796437263489,0.012626196257770061
37,0.9951736330986023,0.9857721924781799,0.9862420558929443,0.0002500000118743628,0.014037063345313072,0.9957025647163391,0.9874407649040222,0.9885005950927734,0.01173430122435093
38,0.9952244758605957,0.9854898452758789,0.9858883619308472,0.0002500000118743628,0.013977420516312122,0.9959366917610168,0.9881531596183777,0.9892054796218872,0.011222993023693562
39,0.994892418384552,0.9848508834838867,0.9853588938713074,0.0002500000118743628,0.014852439984679222,0.9958723783493042,0.9879592061042786,0.9886439442634583,0.011319217272102833
40,0.9951841235160828,0.9857720136642456,0.9862621426582336,0.0002500000118743628,0.013982713222503662,0.9959927797317505,0.9882961511611938,0.9892383813858032,0.011022472754120827
41,0.9948433637619019,0.9848320484161377,0.9856525659561157,0.0002500000118743628,0.01512073539197445,0.9956895112991333,0.9874163866043091,0.9885005950927734,0.01188619527965784
42,0.9952310919761658,0.9857760667800903,0.9862240552902222,0.0002500000118743628,0.013889866881072521,0.9950841069221497,0.9856761693954468,0.9867841005325317,0.013508153147995472
43,0.9950867295265198,0.9853324890136719,0.9858643412590027,0.0002500000118743628,0.014286190271377563,0.994623064994812,0.9842908382415771,0.9863646626472473,0.015396232716739178
44,0.9952198266983032,0.9857701063156128,0.9862456321716309,0.0002500000118743628,0.013883457519114017,0.9957098960876465,0.9874628186225891,0.9888885617256165,0.011781669221818447
45,0.9954019784927368,0.9862930178642273,0.9867912530899048,0.0002500000118743628,0.013339389115571976,0.9954572916030884,0.9867133498191833,0.9881003499031067,0.012376450002193451
46,0.9955965280532837,0.9867626428604126,0.9871454834938049,0.0001250000059371814,0.01277335174381733,0.9961543083190918,0.9887559413909912,0.9895734786987305,0.010511632077395916
47,0.9954997301101685,0.9867818355560303,0.9874454736709595,0.0001250000059371814,0.013051583431661129,0.9958614110946655,0.9878965616226196,0.9890037775039673,0.011198566295206547
48,0.9955862164497375,0.986923098564148,0.9873529672622681,0.0001250000059371814,0.012761770747601986,0.9962877035140991,0.9891519546508789,0.9900741577148438,0.01026221551001072
49,0.9956312775611877,0.9868804216384888,0.9873972535133362,0.0001250000059371814,0.012689279392361641,0.995209813117981,0.986016035079956,0.9877084493637085,0.012863223440945148
0,0.9163762927055359,0.7913594841957092,0.7330201864242554,0.0010000000474974513,0.2664549946784973,0.782899022102356,0.391449511051178,0.051141541451215744,0.8788981437683105
1,0.9687222838401794,0.911125898361206,0.8936392068862915,0.0010000000474974513,0.1024191677570343,0.7829209566116333,0.391508549451828,0.004550033714622259,1.1638777256011963
2,0.9770889282226562,0.933833122253418,0.9276801943778992,0.0010000000474974513,0.07052260637283325,0.8102256059646606,0.46576738357543945,0.22046995162963867,1.0417747497558594
3,0.9795974493026733,0.9409093260765076,0.9376891255378723,0.0010000000474974513,0.0619225800037384,0.8416994214057922,0.5520200729370117,0.4184998869895935,0.6774231791496277
4,0.9848483204841614,0.9558968544006348,0.9545823931694031,0.0010000000474974513,0.04564376175403595,0.9383130073547363,0.8234015703201294,0.8179086446762085,0.20932097733020782
5,0.986471951007843,0.9608778953552246,0.9592832922935486,0.0010000000474974513,0.0399966686964035,0.913763701915741,0.7519499063491821,0.7379809021949768,0.30315887928009033
6,0.9853194952011108,0.9573774337768555,0.9567697048187256,0.0010000000474974513,0.04371500387787819,0.9793576002120972,0.9402468800544739,0.9446280598640442,0.06078733876347542
7,0.9867287278175354,0.9613093137741089,0.9611538648605347,0.0010000000474974513,0.039411671459674835,0.9884594082832336,0.9671778082847595,0.9682718515396118,0.03503209352493286
8,0.9875864386558533,0.9633260369300842,0.9632477760314941,0.0010000000474974513,0.03710486739873886,0.8622978329658508,0.7169381380081177,0.7511051893234253,0.7709686756134033
9,0.9870365858078003,0.9620229005813599,0.962191104888916,0.0010000000474974513,0.038585878908634186,0.9278203845024109,0.826526939868927,0.8382084965705872,0.19142386317253113
10,0.989631712436676,0.969292163848877,0.969419002532959,0.0010000000474974513,0.031121406704187393,0.9771236181259155,0.9371411800384521,0.9331197738647461,0.06430657207965851
11,0.9909343123435974,0.97272789478302,0.9725695848464966,0.0010000000474974513,0.027372360229492188,0.989704966545105,0.9703377485275269,0.9722463488578796,0.03014727309346199
12,0.9910256862640381,0.9735506772994995,0.9739968776702881,0.0010000000474974513,0.02665049396455288,0.9575616717338562,0.8781139254570007,0.8819554448127747,0.1319539099931717
13,0.9892898797988892,0.9681829214096069,0.968308687210083,0.0010000000474974513,0.032267242670059204,0.6393873691558838,0.45720046758651733,0.544257402420044,2.3207478523254395
14,0.9907957315444946,0.9727514982223511,0.9732202887535095,0.0010000000474974513,0.0272949431091547,0.979814887046814,0.942589282989502,0.9468258619308472,0.05771306902170181
15,0.9911283850669861,0.9735299348831177,0.9738960266113281,0.0010000000474974513,0.02647188864648342,0.973304271697998,0.9259628057479858,0.9308330416679382,0.07253968715667725
16,0.9923258423805237,0.9771194458007812,0.9776415824890137,0.0010000000474974513,0.022842738777399063,0.9933443069458008,0.9807465672492981,0.9823827743530273,0.01883997581899166
17,0.9927051067352295,0.9789266586303711,0.9798620939254761,0.0010000000474974513,0.021275078877806664,0.9944493174552917,0.9838387966156006,0.9841592907905579,0.015825150534510612
18,0.9923461079597473,0.9773633480072021,0.977907121181488,0.0010000000474974513,0.02256910130381584,0.9939271211624146,0.9823458194732666,0.9835920333862305,0.017246844246983528
19,0.9933215379714966,0.9800282716751099,0.9804093241691589,0.0010000000474974513,0.019680194556713104,0.9864096641540527,0.9604098796844482,0.9641488790512085,0.03906331956386566
20,0.9917354583740234,0.9754868745803833,0.976116955280304,0.0010000000474974513,0.02445402182638645,0.976254940032959,0.9310104846954346,0.9408005475997925,0.06967522203922272
21,0.992624819278717,0.9782155156135559,0.9788657426834106,0.0010000000474974513,0.021660739555954933,0.9950361251831055,0.9855504035949707,0.9863387942314148,0.01405051164329052
22,0.9908738732337952,0.9730265140533447,0.9739224314689636,0.0010000000474974513,0.027292776852846146,0.9693813323974609,0.9164428114891052,0.9241914749145508,0.08953690528869629
23,0.9901692867279053,0.9709354639053345,0.9717467427253723,0.0010000000474974513,0.028136730194091797,0.9783272743225098,0.9371731281280518,0.9447848200798035,0.07519938796758652
24,0.992246150970459,0.9771022796630859,0.9776589274406433,0.0010000000474974513,0.022861190140247345,0.9892722964286804,0.9690148830413818,0.9729107618331909,0.03378188610076904
25,0.9935786724090576,0.9809564352035522,0.9814659953117371,0.0010000000474974513,0.01892569474875927,0.9932293891906738,0.9803136587142944,0.9827858209609985,0.01895245350897312
26,0.9938142895698547,0.9814634919166565,0.9820180535316467,0.0010000000474974513,0.01833517476916313,0.9896534085273743,0.9698488712310791,0.9725034832954407,0.03149322047829628
27,0.9943189024925232,0.9830501079559326,0.9835641384124756,0.0005000000237487257,0.016639593988656998,0.9943474531173706,0.9835588335990906,0.9852144122123718,0.01547764427959919
28,0.994432270526886,0.983391523361206,0.9837844371795654,0.0005000000237487257,0.01630721427500248,0.9957874417304993,0.9877089262008667,0.9888006448745728,0.011612730100750923
29,0.9949637055397034,0.9843201637268066,0.9845143556594849,0.0005000000237487257,0.015134558081626892,0.9955872297286987,0.9871175289154053,0.9884101748466492,0.012192439287900925
